HCT1, HCT2, HCT3, TauT1, TauT2, TauT3 
3740908.069167, 16400972.320823, 22546848.939631, 267501650616.320010, 267501650616.320010, 267501650616.320010 
3736309.257168, 16506520.122997, 22749848.127382, 271289225699.999970, 271289225699.999970, 271289225699.999970 
3731532.330223, 16611929.078895, 22953544.602759, 275116880529.919980, 275116880529.919980, 275116880529.919980 
3726579.267353, 16717193.634003, 23157932.418432, 278984896860.320010, 278984896860.320010, 278984896860.320010 
3721452.052462, 16822308.268356, 23363005.599646, 282893557432.320010, 282893557432.320010, 282893557432.320010 
3716152.673840, 16927267.496863, 23568758.144792, 286843145973.919980, 286843145973.919980, 286843145973.919980 
3710683.123676, 17032065.869624, 23775184.025959, 290833947200.000000, 290833947200.000000, 290833947200.000000 
3705045.397583, 17136697.972232, 23982277.189500, 294866246812.320010, 294866246812.320010, 294866246812.320010 
3699241.494124, 17241158.426079, 24190031.556586, 298940331499.519960, 298940331499.519960, 298940331499.519960 
3693273.414354, 17345441.888643, 24398441.023756, 303056488937.120000, 303056488937.120000, 303056488937.120000 
3687143.161361, 17449543.053773, 24607499.463475, 307215007787.519960, 307215007787.519960, 307215007787.519960 
3680852.739823, 17553456.651965, 24817200.724674, 311416177700.000000, 311416177700.000000, 311416177700.000000 
3674404.155566, 17657177.450630, 25027538.633304, 315660289310.719970, 315660289310.719970, 315660289310.719970 
3667799.415137, 17760700.254351, 25238506.992871, 319947634242.719970, 319947634242.719970, 319947634242.719970 
3661040.525378, 17864019.905142, 25450099.584984, 324278505105.919980, 324278505105.919980, 324278505105.919980 
3654129.493013, 17967131.282686, 25662310.169889, 328653195497.120000, 328653195497.120000, 328653195497.120000 
3647068.324238, 18070029.304575, 25875132.487003, 333071999999.999940, 333071999999.999940, 333071999999.999940 
3639859.024322, 18172708.926542, 26088560.255449, 337535214185.120000, 337535214185.120000, 337535214185.120000 
3632503.597215, 18275165.142682, 26302587.174585, 342043134609.919980, 342043134609.919980, 342043134609.919980 
3625004.045165, 18377392.985665, 26517206.924529, 346596058818.720030, 346596058818.720030, 346596058818.720030 
3617362.368338, 18479387.526949, 26732413.166686, 351194285342.719970, 351194285342.719970, 351194285342.719970 
3609580.564448, 18581143.876977, 26948199.544267, 355838113700.000000, 355838113700.000000, 355838113700.000000 
3601660.628397, 18682657.185372, 27164559.682807, 360527844395.519960, 360527844395.519960, 360527844395.519960 
3593604.551920, 18783922.641124, 27381487.190683, 365263778921.119930, 365263778921.119930, 365263778921.119930 
3585414.323234, 18884935.472771, 27598975.659625, 370046219755.520020, 370046219755.520020, 370046219755.520020 
3577091.926703, 18985690.948569, 27817018.665225, 374875470364.319950, 374875470364.319950, 374875470364.319950 
3568639.342499, 19086184.376663, 28035609.767447, 379751835200.000000, 379751835200.000000, 379751835200.000000 
3560058.546282, 19186411.105241, 28254742.511127, 384675619701.919980, 384675619701.919980, 384675619701.919980 
3551351.508874, 19286366.522692, 28474410.426476, 389647130296.319950, 389647130296.319950, 389647130296.319950 
3542520.195955, 19386046.057748, 28694607.029579, 394666674396.319950, 394666674396.319950, 394666674396.319950 
3533566.567751, 19485445.179627, 28915325.822887, 399734560401.919980, 399734560401.919980, 399734560401.919980 
3524492.578741, 19584559.398166, 29136560.295714, 404851097700.000000, 404851097700.000000, 404851097700.000000 
3515300.177364, 19683384.263944, 29358303.924721, 410016596664.320010, 410016596664.320010, 410016596664.320010 
3505991.305733, 19781915.368409, 29580550.174405, 415231368655.519960, 415231368655.519960, 415231368655.519960 
3496567.899361, 19880148.343987, 29803292.497581, 420495726021.120000, 420495726021.120000, 420495726021.120000 
3487031.886887, 19978078.864195, 30026524.335863, 425809982095.519960, 425809982095.519960, 425809982095.519960 
3477385.189812, 20075702.643738, 30250239.120139, 431174451200.000000, 431174451200.000000, 431174451200.000000 
3467629.722243, 20173015.438609, 30474430.271048, 436589448642.719970, 436589448642.719970, 436589448642.719970 
3457767.390640, 20270013.046179, 30699091.199449, 442055290718.719970, 442055290718.719970, 442055290718.719970 
3447800.093569, 20366691.305279, 30924215.306887, 447572294709.919980, 447572294709.919980, 447572294709.919980 
3437729.721470, 20463046.096281, 31149795.986061, 453140778885.120000, 453140778885.120000, 453140778885.120000 
3427558.156417, 20559073.341168, 31375826.621285, 458761062500.000000, 458761062500.000000, 458761062500.000000 
3417287.271895, 20654769.003606, 31602300.588944, 464433465797.119930, 464433465797.119930, 464433465797.119930 
3406918.932583, 20750129.089000, 31829211.257952, 470158310005.919980, 470158310005.919980, 470158310005.919980 
3396454.994133, 20845149.644553, 32056551.990202, 475935917342.719970, 475935917342.719970, 475935917342.719970 
3385897.302968, 20939826.759314, 32284316.141019, 481766611010.719970, 481766611010.719970, 481766611010.719970 
3375247.696077, 21034156.564229, 32512497.059601, 487650715199.999940, 487650715199.999940, 487650715199.999940 
3364508.000822, 21128135.232172, 32741088.089464, 493588555087.520020, 493588555087.520020, 493588555087.520020 
3353680.034740, 21221758.977987, 32970082.568884, 499580456837.120000, 499580456837.120000, 499580456837.120000 
3342765.605369, 21315024.058514, 33199473.831330, 505626747599.519960, 505626747599.519960, 505626747599.519960 
3331766.510058, 21407926.772613, 33429255.205898, 511727755512.319950, 511727755512.319950, 511727755512.319950 
3320684.535802, 21500463.461183, 33659420.017743, 517883809699.999940, 517883809699.999940, 517883809699.999940 
3309521.459069, 21592630.507179, 33889961.588505, 524095240273.919920, 524095240273.919920, 524095240273.919920 
3298279.045639, 21684424.335616, 34120873.236732, 530362378332.320010, 530362378332.320010, 530362378332.320010 
3286959.050447, 21775841.413578, 34352148.278302, 536685555960.319950, 536685555960.319950, 536685555960.319950 
3275563.217431, 21866878.250214, 34583780.026840, 543065106229.920040, 543065106229.920040, 543065106229.920040 
3264093.279383, 21957531.396737, 34815761.794133, 549501363200.000000, 549501363200.000000, 549501363200.000000 
3252550.957812, 22047797.446408, 35048086.890539, 555994661916.319950, 555994661916.319950, 555994661916.319950 
3240937.962802, 22137673.034526, 35280748.625397, 562545338411.520020, 562545338411.520020, 562545338411.520020 
3229255.992885, 22227154.838409, 35513740.307431, 569153729705.120000, 569153729705.120000, 569153729705.120000 
3217506.734912, 22316239.577367, 35747055.245152, 575820173803.520020, 575820173803.520020, 575820173803.520020 
3205691.863934, 22404924.012678, 35980686.747256, 582545009700.000000, 582545009700.000000, 582545009700.000000 
3193813.043080, 22493204.947552, 36214628.123019, 589328577374.719970, 589328577374.719970, 589328577374.719970 
3181871.923449, 22581079.227097, 36448872.682688, 596171217794.719970, 596171217794.719970, 596171217794.719970 
3169870.144003, 22668543.738275, 36683413.737873, 603073272913.920040, 603073272913.920040, 603073272913.920040 
3157809.331461, 22755595.409863, 36918244.601930, 610035085673.120000, 610035085673.120000, 610035085673.120000 
3145691.100203, 22842231.212396, 37153358.590342, 617057000000.000000, 617057000000.000000, 617057000000.000000 
3133517.052174, 22928448.158119, 37388749.021104, 624139360809.120000, 624139360809.120000, 624139360809.120000 
3121288.776797, 23014243.300928, 37624409.215091, 631282514001.919920, 631282514001.919920, 631282514001.919920 
3109007.850887, 23099613.736311, 37860332.496439, 638486806466.719970, 638486806466.719970, 638486806466.719970 
3096675.838567, 23184556.601279, 38096512.192906, 645752586078.719970, 645752586078.719970, 645752586078.719970 
3084294.291198, 23269069.074300, 38332941.636248, 653080201700.000000, 653080201700.000000, 653080201700.000000 
3071864.747298, 23353148.375225, 38569614.162574, 660470003179.520020, 660470003179.520020, 660470003179.520020 
3059388.732479, 23436791.765215, 38806523.112710, 667922341353.120000, 667922341353.120000, 667922341353.120000 
3046867.759383, 23519996.546657, 39043661.832558, 675437568043.519900, 675437568043.519900, 675437568043.519900 
3034303.327616, 23602760.063080, 39281023.673445, 683016036060.320070, 683016036060.320070, 683016036060.320070 
3021696.923696, 23685079.699075, 39518601.992474, 690658099200.000000, 690658099200.000000, 690658099200.000000 
3009050.021000, 23766952.880196, 39756390.152878, 698364112245.919920, 698364112245.919920, 698364112245.919920 
2996364.079709, 23848377.072871, 39994381.524354, 706134430968.320070, 706134430968.320070, 706134430968.320070 
2983640.546770, 23929349.784304, 40232569.483415, 713969412124.319950, 713969412124.319950, 713969412124.319950 
2970880.855848, 24009868.562374, 40470947.413718, 721869413457.920040, 721869413457.920040, 721869413457.920040 
2958086.427293, 24089930.995531, 40709508.706405, 729834793700.000000, 729834793700.000000, 729834793700.000000 
2945258.668097, 24169534.712691, 40948246.760435, 737865912568.319950, 737865912568.319950, 737865912568.319950 
2932398.971870, 24248677.383124, 41187154.982906, 745963130767.519900, 745963130767.519900, 745963130767.519900 
2919508.718809, 24327356.716341, 41426226.789390, 754126809989.120000, 754126809989.120000, 754126809989.120000 
2906589.275671, 24405570.461980, 41665455.604247, 762357312911.520020, 762357312911.520020, 762357312911.520020 
2893641.995754, 24483316.409683, 41904834.860947, 770655003200.000000, 770655003200.000000, 770655003200.000000 
2880668.218876, 24560592.388980, 42144358.002389, 779020245506.719970, 779020245506.719970, 779020245506.719970 
2867669.271363, 24637396.269156, 42384018.481208, 787453405470.719970, 787453405470.719970, 787453405470.719970 
2854646.466031, 24713725.959134, 42623809.760092, 795954849717.919920, 795954849717.919920, 795954849717.919920 
2841601.102182, 24789579.407333, 42863725.312081, 804524945861.120000, 804524945861.120000, 804524945861.120000 
2828534.465594, 24864954.601544, 43103758.620878, 813164062500.000000, 813164062500.000000, 813164062500.000000 
2815447.828518, 24939849.568791, 43343903.181143, 821872569221.120000, 821872569221.120000, 821872569221.120000 
2802342.449677, 25014262.375191, 43584152.498795, 830650836597.920040, 830650836597.920040, 830650836597.920040 
2789219.574270, 25088191.125816, 43824500.091307, 839499236190.720090, 839499236190.720090, 839499236190.720090 
2776080.433972, 25161633.964549, 44064939.487992, 848418140546.719970, 848418140546.719970, 848418140546.719970 
2762926.246946, 25234589.073936, 44305464.230297, 857407923199.999880, 857407923199.999880, 857407923199.999880 
2749758.217849, 25307054.675040, 44546067.872086, 866468958671.520020, 866468958671.520020, 866468958671.520020 
2736577.537845, 25379029.027293, 44786743.979922, 875601622469.120000, 875601622469.120000, 875601622469.120000 
2723385.384623, 25450510.428335, 45027486.133346, 884806291087.520020, 884806291087.520020, 884806291087.520020 
2710182.922409, 25521497.213867, 45268287.925155, 894083342008.320070, 894083342008.320070, 894083342008.320070 
2696971.301990, 25591987.757493, 45509142.961674, 903433153700.000000, 903433153700.000000, 903433153700.000000 
2683751.660732, 25661980.470553, 45750044.863025, 912856105617.920040, 912856105617.920040, 912856105617.920040 
2670525.122608, 25731473.801971, 45990987.263399, 922352578204.319820, 922352578204.319820, 922352578204.319820 
2657292.798221, 25800466.238086, 46231963.811313, 931922952888.319950, 931922952888.319950, 931922952888.319950 
2644055.784834, 25868956.302487, 46472968.169877, 941567612085.919800, 941567612085.919800, 941567612085.919800 
2630815.166399, 25936942.555845, 46713994.017050, 951286939200.000000, 951286939200.000000, 951286939200.000000 
2617572.013594, 26004423.595748, 46955035.045899, 961081318620.319950, 961081318620.319950, 961081318620.319950 
2604327.383851, 26071398.056522, 47196084.964843, 970951135723.519900, 970951135723.519900, 970951135723.519900 
2591082.321398, 26137864.609062, 47437137.497913, 980896776873.119870, 980896776873.119870, 980896776873.119870 
2577837.857295, 26203821.960660, 47678186.384992, 990918629419.520020, 990918629419.520020, 990918629419.520020 
2564595.009476, 26269268.854820, 47919225.382058, 1001017081700.000000, 1001017081700.000000, 1001017081700.000000 
2551354.782788, 26334204.071087, 48160248.261432, 1011192523038.720000, 1011192523038.720000, 1011192523038.720000 
2538118.169039, 26398626.424865, 48401248.812007, 1021445343746.720000, 1021445343746.720000, 1021445343746.720000 
2524886.147041, 26462534.767230, 48642220.839490, 1031775935121.920000, 1031775935121.920000, 1031775935121.920000 
2511659.682658, 26525927.984755, 48883158.166629, 1042184689449.119900, 1042184689449.119900, 1042184689449.119900 
2498439.728854, 26588804.999319, 49124054.633447, 1052672000000.000000, 1052672000000.000000, 1052672000000.000000 
2485227.225748, 26651164.767920, 49364904.097466, 1063238261033.120000, 1063238261033.120000, 1063238261033.120000 
2472023.100659, 26713006.282494, 49605700.433930, 1073883867793.919900, 1073883867793.919900, 1073883867793.919900 
2458828.268165, 26774328.569716, 49846437.536028, 1084609216514.720000, 1084609216514.720000, 1084609216514.720000 
2445643.630156, 26835130.690819, 50087109.315110, 1095414704414.720000, 1095414704414.720000, 1095414704414.720000 
2432470.075893, 26895411.741392, 50327709.700904, 1106300729700.000000, 1106300729700.000000, 1106300729700.000000 
2419308.482061, 26955170.851196, 50568232.641728, 1117267691563.520000, 1117267691563.520000, 1117267691563.520000 
2406159.712833, 27014407.183963, 50808672.104699, 1128315990185.119900, 1128315990185.119900, 1128315990185.119900 
2393024.619928, 27073119.937201, 51049022.075940, 1139446026731.520000, 1139446026731.520000, 1139446026731.520000 
2379904.042674, 27131308.342001, 51289276.560786, 1150658203356.320100, 1150658203356.320100, 1150658203356.320100 
2366798.808069, 27188971.662834, 51529429.583983, 1161952923200.000000, 1161952923200.000000, 1161952923200.000000 
2353709.730850, 27246109.197353, 51769475.189888, 1173330590389.919900, 1173330590389.919900, 1173330590389.919900 
2340637.613551, 27302720.276193, 52009407.442666, 1184791610040.319800, 1184791610040.319800, 1184791610040.319800 
2327583.246575, 27358804.262770, 52249220.426481, 1196336388252.319800, 1196336388252.319800, 1196336388252.319800 
2314547.408261, 27414360.553077, 52488908.245688, 1207965332113.919900, 1207965332113.919900, 1207965332113.919900 
2301530.864951, 27469388.575484, 52728465.025022, 1219678849700.000000, 1219678849700.000000, 1219678849700.000000 
2288534.371060, 27523887.790528, 52967884.909781, 1231477350072.320100, 1231477350072.320100, 1231477350072.320100 
2275558.669145, 27577857.690710, 53207162.066011, 1243361243279.519800, 1243361243279.519800, 1243361243279.519800 
2262604.489980, 27631297.800294, 53446290.680685, 1255330940357.120100, 1255330940357.120100, 1255330940357.120100 
2249672.552625, 27684207.675089, 53685264.961879, 1267386853327.520000, 1267386853327.520000, 1267386853327.520000 
2236763.564503, 27736586.902253, 53924079.138950, 1279529395200.000000, 1279529395200.000000, 1279529395200.000000 
2223878.221468, 27788435.100076, 54162727.462706, 1291758979970.720000, 1291758979970.720000, 1291758979970.720000 
2211017.207886, 27839751.917773, 54401204.205575, 1304076022622.720000, 1304076022622.720000, 1304076022622.720000 
2198181.196706, 27890537.035276, 54639503.661774, 1316480939125.919900, 1316480939125.919900, 1316480939125.919900 
2185370.849540, 27940790.163020, 54877620.147472, 1328974146437.119900, 1328974146437.119900, 1328974146437.119900 
2172586.816738, 27990511.041734, 55115548.000954, 1341556062500.000000, 1341556062500.000000, 1341556062500.000000 
2159829.737463, 28039699.442228, 55353281.582779, 1354227106245.119900, 1354227106245.119900, 1354227106245.119900 
2147100.239777, 28088355.165179, 55590815.275934, 1366987697589.919900, 1366987697589.919900, 1366987697589.919900 
2134398.940711, 28136478.040921, 55828143.485994, 1379838257438.720000, 1379838257438.720000, 1379838257438.720000 
2121726.446351, 28184067.929228, 56065260.641271, 1392779207682.720000, 1392779207682.720000, 1392779207682.720000 
2109083.351915, 28231124.719102, 56302161.192964, 1405810971199.999800, 1405810971199.999800, 1405810971199.999800 
2096470.241834, 28277648.328558, 56538839.615304, 1418933971855.519800, 1418933971855.519800, 1418933971855.519800 
2083887.689835, 28323638.704406, 56775290.405701, 1432148634501.119900, 1432148634501.119900, 1432148634501.119900 
2071336.259017, 28369095.822042, 57011508.084887, 1445455384975.520000, 1445455384975.520000, 1445455384975.520000 
2058816.501942, 28414019.685223, 57247487.197051, 1458854650104.319800, 1458854650104.319800, 1458854650104.319800 
2046328.960709, 28458410.325860, 57483222.309981, 1472346857700.000000, 1472346857700.000000, 1472346857700.000000 
2033874.167042, 28502267.803793, 57718708.015196, 1485932436561.919900, 1485932436561.919900, 1485932436561.919900 
2021452.642368, 28545592.206582, 57953938.928082, 1499611816476.319800, 1499611816476.319800, 1499611816476.319800 
2009064.897909, 28588383.649283, 58188909.688016, 1513385428216.320100, 1513385428216.320100, 1513385428216.320100 
1996711.434757, 28630642.274234, 58423614.958500, 1527253703541.919900, 1527253703541.919900, 1527253703541.919900 
1984392.743962, 28672368.250838, 58658049.427282, 1541217075200.000000, 1541217075200.000000, 1541217075200.000000 
1972109.306618, 28713561.775342, 58892207.806483, 1555275976924.320100, 1555275976924.320100, 1555275976924.320100 
1959861.593944, 28754223.070622, 59126084.832713, 1569430843435.519800, 1569430843435.519800, 1569430843435.519800 
1947650.067374, 28794352.385963, 59359675.267195, 1583682110441.119900, 1583682110441.119900, 1583682110441.119900 
1935475.178634, 28833949.996842, 59592973.895875, 1598030214635.519800, 1598030214635.519800, 1598030214635.519800 
1923337.369836, 28873016.204709, 59825975.529542, 1612475593700.000000, 1612475593700.000000, 1612475593700.000000 
1911237.073559, 28911551.336766, 60058675.003935, 1627018686302.720000, 1627018686302.720000, 1627018686302.720000 
1899174.712933, 28949555.745753, 60291067.179855, 1641659932098.720000, 1641659932098.720000, 1641659932098.720000 
1887150.701729, 28987029.809728, 60523146.943271, 1656399771729.919900, 1656399771729.919900, 1656399771729.919900 
1875165.444442, 29023973.931844, 60754909.205427, 1671238646825.119900, 1671238646825.119900, 1671238646825.119900 
1863219.336378, 29060388.540138, 60986348.902940, 1686177000000.000000, 1686177000000.000000, 1686177000000.000000 
1851312.763738, 29096274.087306, 61217460.997906, 1701215274857.119900, 1701215274857.119900, 1701215274857.119900 
1839446.103707, 29131631.050487, 61448240.477996, 1716353915985.919900, 1716353915985.919900, 1716353915985.919900 
1827619.724538, 29166459.931045, 61678682.356550, 1731593368962.719700, 1731593368962.719700, 1731593368962.719700 
1815833.985637, 29200761.254352, 61908781.672677, 1746934080350.719700, 1746934080350.719700, 1746934080350.719700 
1804089.237654, 29234535.569564, 62138533.491341, 1762376497699.999800, 1762376497699.999800, 1762376497699.999800 
1792385.822561, 29267783.449410, 62367932.903453, 1777921069547.520000, 1777921069547.520000, 1777921069547.520000 
1780724.073746, 29300505.489971, 62596975.025960, 1793568245417.119900, 1793568245417.119900, 1793568245417.119900 
1769104.316094, 29332702.310461, 62825655.001928, 1809318475819.519800, 1809318475819.519800, 1809318475819.519800 
1757526.866073, 29364374.553012, 63053968.000630, 1825172212252.320100, 1825172212252.320100, 1825172212252.320100 
1745992.031823, 29395522.882454, 63281909.217621, 1841129907199.999800, 1841129907199.999800, 1841129907199.999800 
1734500.113238, 29426147.986102, 63509473.874823, 1857192014133.920200, 1857192014133.920200, 1857192014133.920200 
1723051.402053, 29456250.573535, 63736657.220601, 1873358987512.320100, 1873358987512.320100, 1873358987512.320100 
1711646.181930, 29485831.376380, 63963454.529837, 1889631282780.320100, 1889631282780.320100, 1889631282780.320100 
1700284.728541, 29514891.148101, 64189861.104004, 1906009356369.919900, 1906009356369.919900, 1906009356369.919900 
1688967.309655, 29543430.663775, 64415872.271238, 1922493665699.999800, 1922493665699.999800, 1922493665699.999800 
1677694.185224, 29571450.719883, 64641483.386407, 1939084669176.319800, 1939084669176.319800, 1939084669176.319800 
1666465.607465, 29598952.134092, 64866689.831179, 1955782826191.519800, 1955782826191.519800, 1955782826191.519800 
1655281.820944, 29625935.745038, 65091487.014086, 1972588597125.119900, 1972588597125.119900, 1972588597125.119900 
1644143.062663, 29652402.412119, 65315870.370589, 1989502443343.519800, 1989502443343.519800, 1989502443343.519800 
1633049.562143, 29678353.015271, 65539835.363141, 2006524827200.000000, 2006524827200.000000, 2006524827200.000000 
1622001.541509, 29703788.454761, 65763377.481243, 2023656212034.719700, 2023656212034.719700, 2023656212034.719700 
1610999.215568, 29728709.650973, 65986492.241503, 2040897062174.720000, 2040897062174.720000, 2040897062174.720000 
1600042.791899, 29753117.544193, 66209175.187695, 2058247842933.919900, 2058247842933.919900, 2058247842933.919900 
1589132.470935, 29777013.094399, 66431421.890811, 2075709020613.120100, 2075709020613.120100, 2075709020613.120100 
1578268.446039, 29800397.281046, 66653227.949110, 2093281062500.000000, 2093281062500.000000, 2093281062500.000000 
1567450.903598, 29823271.102859, 66874588.988175, 2110964436869.119900, 2110964436869.119900, 2110964436869.119900 
1556680.023092, 29845635.577619, 67095500.660957, 2128759612981.919700, 2128759612981.919700, 2128759612981.919700 
1545955.977188, 29867491.741952, 67315958.647822, 2146667061086.719700, 2146667061086.719700, 2146667061086.719700 
1535278.931812, 29888840.651124, 67535958.656597, 2164687252418.720000, 2164687252418.720000, 2164687252418.720000 
1524649.046235, 29909683.378824, 67755496.422615, 2182820659199.999800, 2182820659199.999800, 2182820659199.999800 
1514066.473153, 29930021.016964, 67974567.708751, 2201067754639.520000, 2201067754639.520000, 2201067754639.520000 
1503531.358768, 29949854.675464, 68193168.305469, 2219429012933.119600, 2219429012933.119600, 2219429012933.119600 
1493043.842866, 29969185.482049, 68411294.030854, 2237904909263.520000, 2237904909263.520000, 2237904909263.520000 
1482604.058899, 29988014.582037, 68628940.730648, 2256495919800.319800, 2256495919800.319800, 2256495919800.319800 
1472212.134063, 30006343.138139, 68846104.278291, 2275202521700.000000, 2275202521700.000000, 2275202521700.000000 
1461868.189376, 30024172.330249, 69062780.574947, 2294025193105.919900, 2294025193105.919900, 2294025193105.919900 
1451572.339759, 30041503.355240, 69278965.549537, 2312964413148.319800, 2312964413148.319800, 2312964413148.319800 
1441324.694114, 30058337.426760, 69494655.158771, 2332020661944.319800, 2332020661944.319800, 2332020661944.319800 
1431125.355399, 30074675.775027, 69709845.387172, 2351194420597.919900, 2351194420597.919900, 2351194420597.919900 
1420974.420709, 30090519.646628, 69924532.247103, 2370486171200.000000, 2370486171200.000000, 2370486171200.000000 
1410871.981348, 30105870.304315, 70138711.778795, 2389896396828.319800, 2389896396828.319800, 2389896396828.319800 
1400818.122912, 30120729.026804, 70352380.050365, 2409425581547.520000, 2409425581547.520000, 2409425581547.520000 
1390812.925359, 30135097.108574, 70565533.157839, 2429074210409.119600, 2429074210409.119600, 2429074210409.119600 
1380856.463089, 30148975.859665, 70778167.225174, 2448842769451.520000, 2448842769451.520000, 2448842769451.520000 
1370948.805016, 30162366.605482, 70990278.404271, 2468731745700.000000, 2468731745700.000000, 2468731745700.000000 
1361090.014646, 30175270.686592, 71201862.874997, 2488741627166.719700, 2488741627166.719700, 2488741627166.719700 
1351280.150147, 30187689.458530, 71412916.845197, 2508872902850.719700, 2508872902850.719700, 2508872902850.719700 
1341519.264428, 30199624.291600, 71623436.550706, 2529126062737.919400, 2529126062737.919400, 2529126062737.919400 
1331807.405208, 30211076.570676, 71833418.255364, 2549501597801.119600, 2549501597801.119600, 2549501597801.119600 
1322144.615091, 30222047.695010, 72042858.251026, 2570000000000.000000, 2570000000000.000000, 2570000000000.000000 
1312530.931638, 30232539.078035, 72251752.857568, 2590621762281.120100, 2590621762281.120100, 2590621762281.120100 
1302966.387438, 30242552.147171, 72460098.422897, 2611367378577.919900, 2611367378577.919900, 2611367378577.919900 
1293451.010182, 30252088.343633, 72667891.322956, 2632237343810.719700, 2632237343810.719700, 2632237343810.719700 
1283984.822733, 30261149.122236, 72875127.961729, 2653232153886.719700, 2653232153886.719700, 2653232153886.719700 
1274567.843193, 30269735.951205, 73081804.771243, 2674352305699.999500, 2674352305699.999500, 2674352305699.999500 
1265200.084979, 30277850.311983, 73287918.211569, 2695598297131.519500, 2695598297131.519500, 2695598297131.519500 
1255881.556888, 30285493.699042, 73493464.770825, 2716970627049.119600, 2716970627049.119600, 2716970627049.119600 
1246612.263167, 30292667.619693, 73698440.965173, 2738469795307.520000, 2738469795307.520000, 2738469795307.520000 
1237392.203583, 30299373.593897, 73902843.338813, 2760096302748.320300, 2760096302748.320300, 2760096302748.320300 
1228221.373490, 30305613.154079, 74106668.463987, 2781850651199.999500, 2781850651199.999500, 2781850651199.999500 
1219099.763896, 30311387.844939, 74309912.940963, 2803733343477.919900, 2803733343477.919900, 2803733343477.919900 
1210027.361532, 30316699.223270, 74512573.398039, 2825744883384.320300, 2825744883384.320300, 2825744883384.320300 
1201004.148915, 30321548.857768, 74714646.491525, 2847885775708.319800, 2847885775708.319800, 2847885775708.319800 
1192030.104416, 30325938.328852, 74916128.905742, 2870156526225.919900, 2870156526225.919900, 2870156526225.919900 
1183105.202329, 30329869.228479, 75117017.353006, 2892557641700.000000, 2892557641700.000000, 2892557641700.000000 
1174229.412927, 30333343.159960, 75317308.573615, 2915089629880.319800, 2915089629880.319800, 2915089629880.319800 
1165402.702538, 30336361.737783, 75516999.335841, 2937752999503.520000, 2937752999503.520000, 2937752999503.520000 
1156625.033597, 30338926.587429, 75716086.435910, 2960548260293.120100, 2960548260293.120100, 2960548260293.120100 
1147896.364719, 30341039.345195, 75914566.697988, 2983475922959.520000, 2983475922959.520000, 2983475922959.520000 
1139216.650758, 30342701.658010, 76112436.974166, 3006536499200.000000, 3006536499200.000000, 3006536499200.000000 
1130585.842866, 30343915.183264, 76309694.144437, 3029730501698.719700, 3029730501698.719700, 3029730501698.719700 
1122003.888563, 30344681.588627, 76506335.116679, 3053058444126.719700, 3053058444126.719700, 3053058444126.719700 
1113470.731791, 30345002.551875, 76702356.826634, 3076520841141.919900, 3076520841141.919900, 3076520841141.919900 
1104986.312976, 30344879.760714, 76897756.237886, 3100118208389.119600, 3100118208389.119600, 3100118208389.119600 
1096550.569092, 30344314.912606, 77092530.341835, 3123851062499.999500, 3123851062499.999500, 3123851062499.999500 
1088163.433719, 30343309.714595, 77286676.157678, 3147719921093.119600, 3147719921093.119600, 3147719921093.119600 
1079824.837098, 30341865.883139, 77480190.732376, 3171725302773.919900, 3171725302773.919900, 3171725302773.919900 
1071534.706196, 30339985.143933, 77673071.140633, 3195867727134.719700, 3195867727134.719700, 3195867727134.719700 
1063292.964760, 30337669.231742, 77865314.484867, 3220147714754.720200, 3220147714754.720200, 3220147714754.720200 
1055099.533378, 30334919.890234, 78056917.895177, 3244565787199.999500, 3244565787199.999500, 3244565787199.999500 
1046954.329530, 30331738.871806, 78247878.529317, 3269122467023.519500, 3269122467023.519500, 3269122467023.519500 
1038857.267654, 30328127.937421, 78438193.572662, 3293818277765.119600, 3293818277765.119600, 3293818277765.119600 
1030808.259191, 30324088.856441, 78627860.238178, 3318653743951.519500, 3318653743951.519500, 3318653743951.519500 
1022807.212650, 30319623.406460, 78816875.766386, 3343629391096.320300, 3343629391096.320300, 3343629391096.320300 
1014854.033658, 30314733.373141, 79005237.425327, 3368745745699.999500, 3368745745699.999500, 3368745745699.999500 
1006948.625015, 30309420.550053, 79192942.510528, 3394003335249.919900, 3394003335249.919900, 3394003335249.919900 
999090.886749, 30303686.738506, 79379988.344966, 3419402688220.319800, 3419402688220.319800, 3419402688220.319800 
991280.716169, 30297533.747395, 79566372.279027, 3444944334072.319800, 3444944334072.319800, 3444944334072.319800 
983518.007916, 30290963.393031, 79752091.690467, 3470628803253.919900, 3470628803253.919900, 3470628803253.919900 
975802.654020, 30283977.498991, 79937143.984379, 3496456627200.000000, 3496456627200.000000, 3496456627200.000000 
968134.543946, 30276577.895951, 80121526.593140, 3522428338332.319800, 3522428338332.319800, 3522428338332.319800 
960513.564651, 30268766.421537, 80305236.976382, 3548544470059.519500, 3548544470059.519500, 3548544470059.519500 
952939.600630, 30260544.920160, 80488272.620939, 3574805556777.119600, 3574805556777.119600, 3574805556777.119600 
945412.533969, 30251915.242868, 80670631.040808, 3601212133867.520000, 3601212133867.520000, 3601212133867.520000 
937932.244393, 30242879.247185, 80852309.777104, 3627764737699.999500, 3627764737699.999500, 3627764737699.999500 
930498.609319, 30233438.796963, 81033306.398011, 3654463905630.720200, 3654463905630.720200, 3654463905630.720200 
923111.503900, 30223595.762226, 81213618.498739, 3681310176002.719700, 3681310176002.719700, 3681310176002.719700 
915770.801074, 30213352.019021, 81393243.701475, 3708304088145.919900, 3708304088145.919900, 3708304088145.919900 
